"Step","bert_attention_stopword_removed - train/accuracy","bert_attention_stopword_removed - train/accuracy__MIN","bert_attention_stopword_removed - train/accuracy__MAX","bert_attention_hashtag - train/accuracy","bert_attention_hashtag - train/accuracy__MIN","bert_attention_hashtag - train/accuracy__MAX","bert_attention_cleaned_spelling_corrected - train/accuracy","bert_attention_cleaned_spelling_corrected - train/accuracy__MIN","bert_attention_cleaned_spelling_corrected - train/accuracy__MAX","bert_attention_cleaned_lemmatized - train/accuracy","bert_attention_cleaned_lemmatized - train/accuracy__MIN","bert_attention_cleaned_lemmatized - train/accuracy__MAX","bert_attention_cleaned - train/accuracy","bert_attention_cleaned - train/accuracy__MIN","bert_attention_cleaned - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX"
"3049","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3050","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.75","0.75","0.75"
"3051","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"3052","0.75","0.75","0.75","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3053","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"3054","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3055","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"3056","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3057","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","1","1","1"
"3058","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3059","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875"
"3060","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"3061","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","1","1","1"
"3062","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3063","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3064","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"3065","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"3066","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3067","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.75","0.75","0.75"
"3068","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"3069","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875"
"3070","0.75","0.75","0.75","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","1","1","1"
"3071","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3072","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3073","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3074","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875"
"3075","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"3076","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.71875","0.71875","0.71875","0.9375","0.9375","0.9375"
"3077","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875"
"3078","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"3079","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","1","1","1"
"3080","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.75","0.75","0.75"
"3081","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3082","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.875","0.875","0.875","1","1","1"
"3083","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"3084","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"3085","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3086","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3087","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"3088","1","1","1","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1"
"3089","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.875","0.875","0.875","1","1","1"
"3090","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"3091","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125"
"3092","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","1","1","1"
"3093","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1"
"3094","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"3095","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3096","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.75","0.75","0.75"
"3097","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3098","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"3099","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"3100","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3101","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","1","1","1"
"3102","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.71875","0.71875","0.71875","0.75","0.75","0.75","1","1","1"
"3103","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","1","1","1"
"3104","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3105","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3106","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3107","0.625","0.625","0.625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"3108","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3109","1","1","1","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3110","0.6875","0.6875","0.6875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"3111","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3112","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"3113","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"3114","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875"
"3115","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","1","1","1"
"3116","0.75","0.75","0.75","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.6875","0.6875","0.6875","0.875","0.875","0.875"
"3117","1","1","1","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"3118","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"3119","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","1","1","1"
"3120","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"3121","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3122","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","1","1","1"
"3123","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3124","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","1","1","1"
"3125","0.625","0.625","0.625","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.84375","0.84375","0.84375","1","1","1"
"3126","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"3127","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","1","1","1"
"3128","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"3129","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"3130","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.90625","0.90625","0.90625","1","1","1"
"3131","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","1","1","1"
"3132","0.625","0.625","0.625","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","1","1","1"
"3133","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3134","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","1","1","1","0.875","0.875","0.875"
"3135","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1"
"3136","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"3137","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3138","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.71875","0.71875","0.71875","1","1","1"
"3139","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3140","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","1","1","1"
"3141","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375"
"3142","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","1","1","1"
"3143","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3144","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","1","1","1"
"3145","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.75","0.75","0.75","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3146","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3147","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"3148","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"3149","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1"
"3150","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"3151","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","1","1","1"
"3152","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","1","1","1"
"3153","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"3154","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"3155","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","1","1","1"
"3156","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"3157","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","1","1","1","0.75","0.75","0.75","1","1","1"
"3158","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"3159","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"3160","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","1","1","1"
"3161","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125"
"3162","0.75","0.75","0.75","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"3163","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"3164","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.75","0.75","0.75","0.9375","0.9375","0.9375"
"3165","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"3166","1","1","1","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"3167","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875"
